first_name,middle_initial,last_name,age,gender,zip,education,2017_gross_income_usd,employment_status
Mary,R,Michaels,37,F,10122,postgrad,147881,transportation
Xiaohan,A,Roberts,41,M,10063,college,135566,other
John,O,Suarez,83,M,10018,postgrad,232198,retired
Maria,Y,Michaels,50,F,10009,high school,87964,other services
Natalia,J,Alberts,35,F,10168,postgrad,238328,education
Natalia,M,Alberts,28,F,10060,high school,185809,education
Juan,F,Xing,21,M,10148,high school,198232,engineering
Hong,H,Fernandez,94,F,10002,below high school,152435,retired
John,Z,Mellis,33,M,10023,high school,120525,unemployed
Michael,W,Michaels,87,M,10132,college,188885,retired
Alice,D,Fernandez,30,F,10138,postgrad,125973,industrial
Xiaohan,K,Fernandez,28,M,10118,high school,202168,education
Michael,E,Michaels,48,M,10142,postgrad,146290,industrial
Natalia,T,Mellis,92,F,10188,some college,84100,retired
Juan,Q,Alberts,62,M,10149,below high school,91992,education
Mark,M,Kim,63,M,10062,high school,124158,education
Juan,G,Suarez,82,M,10135,some college,104778,retired
Mark,O,Alberts,87,M,10138,below high school,104121,retired
John,B,Kim,62,M,10102,postgrad,208315,management
Xiaohan,U,Alberts,25,M,10146,below high school,199298,other services
John,K,Kim,32,M,10137,high school,62947,unemployed
Hong,K,Stevens,93,F,10104,postgrad,177479,retired
Abel,B,Mellis,97,M,10005,some college,243955,retired
Hong,R,Mellis,22,F,10091,below high school,153638,other
Mark,K,Kim,45,M,10101,below high school,223053,education
Maria,I,Fernandez,55,F,10151,college,151693,other
Natalia,O,Roberts,86,F,10161,high school,150115,retired
Xiaohan,X,Stevens,57,M,10080,below high school,170710,cleaning
Xiaohan,Q,Alberts,68,M,10022,college,166279,retired
Hong,F,Alberts,35,F,10015,postgrad,88513,other services
Xiaohan,N,Alberts,85,M,10050,high school,191631,retired
Alice,C,Michaels,58,F,10080,high school,230467,engineering
Alice,E,Mellis,63,F,10087,postgrad,214465,management
Natalia,O,Roberts,21,F,10142,below high school,193508,fitness/sports
Michael,F,Kim,70,M,10184,high school,149513,retired
Juan,K,Xing,28,M,10112,below high school,60929,transportation
Juan,E,Mellis,96,M,10106,postgrad,127842,retired
Mark,K,Michaels,34,M,10020,high school,209321,other services
John,Q,Alberts,66,M,10199,below high school,123256,retired
John,N,Suarez,42,M,10128,below high school,111611,other services
Abel,N,Mellis,59,M,10026,high school,96598,other
Mark,O,Michaels,81,M,10105,college,219221,retired
Mary,V,Kim,72,F,10068,postgrad,173452,retired
Michael,I,Alberts,76,M,10050,high school,183387,retired
Juan,T,Mellis,87,M,10158,postgrad,87861,retired
Maria,N,Xing,90,F,10067,college,231392,retired
Juan,H,Alberts,43,M,10133,high school,152587,transportation
Mary,O,Roberts,60,F,10168,below high school,160002,food preparation
Juan,C,Mellis,31,M,10068,below high school,51663,restaurant and hospitality
Mary,Z,Suarez,49,F,10018,college,176075,restaurant and hospitality
Susie,A,Michaels,31,F,10020,postgrad,126009,cleaning
Mary,K,Kim,79,F,10186,postgrad,172230,retired
Xiaohan,R,Michaels,80,M,10030,high school,184436,retired
Maria,O,Alberts,88,F,10104,postgrad,102524,retired
Xiaohan,I,Alberts,34,M,10039,some college,95122,industrial
John,D,Michaels,87,M,10047,below high school,96156,retired
Abel,A,Stevens,89,M,10072,college,77511,retired
Alice,A,Alberts,53,F,10087,some college,113098,unemployed
Juan,N,Xing,28,M,10141,college,143264,engineering
Alice,N,Xing,45,F,10173,postgrad,169956,fitness/sports
Mark,Z,Kim,77,M,10047,high school,149140,retired
Mark,P,Fernandez,58,M,10071,below high school,78617,cleaning
Michael,H,Suarez,34,M,10070,high school,167694,management
Susie,T,Roberts,87,F,10017,high school,203133,retired
Juan,I,Suarez,41,M,10138,some college,165244,education
Juan,T,Suarez,55,M,10086,high school,120001,cleaning
Abel,M,Xing,29,M,10022,high school,103066,transportation
Susie,V,Xing,44,F,10120,some college,110708,management
Mary,C,Alberts,41,F,10183,high school,97090,industrial
Mary,O,Suarez,74,F,10054,some college,101526,retired
Mark,G,Xing,82,M,10123,college,114680,retired
John,Z,Fernandez,50,M,10018,postgrad,85619,cleaning
Hong,E,Kim,70,F,10177,below high school,216096,retired
Xiaohan,O,Stevens,34,M,10029,high school,96486,cleaning
Alice,J,Suarez,75,F,10004,some college,171964,retired
Xiaohan,G,Stevens,91,M,10168,college,148743,retired
Mary,C,Alberts,48,F,10154,high school,195277,other
Michael,K,Kim,48,M,10080,college,108643,restaurant and hospitality
Abel,K,Suarez,55,M,10024,some college,174823,unemployed
Xiaohan,A,Stevens,38,M,10111,some college,235861,fitness/sports
Maria,H,Michaels,83,F,10088,high school,200994,retired
Mark,A,Stevens,75,M,10113,college,145035,retired
Michael,P,Fernandez,69,M,10007,high school,222994,retired
Natalia,R,Kim,84,F,10030,some college,113936,retired
Juan,E,Alberts,69,M,10189,high school,198645,retired
Juan,B,Kim,80,M,10043,some college,205615,retired
Michael,Y,Roberts,84,M,10026,high school,84452,retired
Maria,G,Kim,82,F,10147,some college,185985,retired
John,U,Michaels,71,M,10118,some college,234730,retired
Hong,M,Suarez,64,F,10125,high school,127311,industrial
Hong,R,Roberts,33,F,10104,postgrad,86107,accounting
Abel,I,Roberts,87,M,10112,postgrad,119673,retired
Hong,Q,Xing,71,F,10048,college,231326,retired
Mark,X,Roberts,29,M,10121,some college,144796,other services
John,A,Alberts,79,M,10001,postgrad,123052,retired
Alice,H,Fernandez,43,F,10115,postgrad,196382,education
Hong,I,Alberts,37,F,10146,college,240737,other services
Alice,B,Mellis,48,F,10113,some college,58850,restaurant and hospitality
Susie,Q,Kim,94,F,10183,postgrad,108917,retired
Alice,V,Fernandez,53,F,10159,postgrad,119957,unemployed
Alice,N,Roberts,89,F,10093,postgrad,235493,retired
Maria,K,Michaels,61,F,10030,some college,198617,education
Mary,M,Roberts,77,F,10089,college,58808,retired
John,X,Roberts,27,M,10006,postgrad,86721,industrial
Maria,P,Kim,72,F,10030,college,96473,retired
Maria,O,Alberts,47,F,10086,some college,221456,other services
John,Q,Alberts,63,M,10090,college,244914,fitness/sports
Alice,A,Michaels,86,F,10007,some college,214864,retired
Juan,W,Alberts,38,M,10085,postgrad,68653,unemployed
Juan,U,Alberts,25,M,10069,high school,128476,fitness/sports
Natalia,P,Stevens,35,F,10031,postgrad,222874,education
Abel,X,Fernandez,45,M,10152,high school,142635,other
Natalia,D,Fernandez,68,F,10047,postgrad,132632,retired
Alice,O,Mellis,85,F,10154,postgrad,139672,retired
John,S,Michaels,52,M,10030,some college,237802,fitness/sports
Susie,Q,Roberts,81,F,10033,some college,188686,retired
Susie,S,Roberts,50,F,10183,college,66431,engineering
Mary,L,Stevens,81,F,10200,below high school,160571,retired
John,I,Alberts,50,M,10160,college,220736,management
Mark,J,Suarez,63,M,10029,below high school,112344,transportation
Michael,W,Suarez,23,M,10179,postgrad,82670,other
Hong,Q,Michaels,57,F,10043,some college,80364,cleaning
Hong,H,Michaels,50,F,10039,high school,128437,transportation
Juan,P,Suarez,97,M,10161,some college,108144,retired
John,H,Stevens,46,M,10102,high school,94957,other
Natalia,H,Fernandez,35,F,10065,some college,141587,education
Abel,M,Mellis,33,M,10110,below high school,135571,cleaning
Natalia,T,Roberts,64,F,10051,below high school,207700,engineering
Hong,R,Fernandez,27,F,10161,college,160751,cleaning
Juan,I,Suarez,52,M,10071,postgrad,134879,cleaning
Mark,G,Michaels,44,M,10093,postgrad,86371,fitness/sports
Maria,O,Suarez,88,F,10114,high school,195208,retired
John,H,Roberts,32,M,10128,below high school,199179,accounting
Michael,R,Kim,96,M,10074,postgrad,141665,retired
Mary,V,Xing,61,F,10067,some college,181528,food preparation
Hong,A,Suarez,83,F,10059,some college,96770,retired
Juan,B,Kim,71,M,10191,some college,124315,retired
Xiaohan,M,Stevens,22,M,10056,college,170201,engineering
John,M,Fernandez,47,M,10088,postgrad,204882,education
Mary,C,Kim,24,F,10119,below high school,90641,transportation
Xiaohan,Q,Fernandez,88,M,10103,college,238447,retired
Mary,Q,Xing,28,F,10128,college,53742,cleaning
Maria,U,Suarez,37,F,10062,below high school,65068,unemployed
Susie,T,Kim,89,F,10175,college,190413,retired
Natalia,V,Alberts,23,F,10143,postgrad,140987,management
Juan,W,Xing,30,M,10124,some college,101249,accounting
Michael,N,Roberts,84,M,10099,high school,137555,retired
Abel,C,Fernandez,65,M,10151,below high school,146705,industrial
Natalia,X,Suarez,92,F,10083,high school,170984,retired
Xiaohan,G,Kim,46,M,10036,below high school,144915,restaurant and hospitality
John,O,Mellis,45,M,10048,high school,150986,other services
Abel,X,Stevens,93,M,10137,high school,222128,retired
Mary,U,Stevens,69,F,10120,below high school,151631,retired
John,Z,Suarez,59,M,10005,some college,133563,transportation
Alice,I,Roberts,68,F,10026,below high school,189347,retired
Mary,Q,Xing,50,F,10053,below high school,91308,other
Xiaohan,B,Kim,43,M,10017,some college,118873,unemployed
Xiaohan,C,Stevens,45,M,10153,postgrad,163330,management
John,M,Kim,68,M,10170,college,126818,retired
Michael,W,Stevens,71,M,10090,below high school,233541,retired
Maria,A,Kim,70,F,10029,some college,130391,retired
Abel,A,Fernandez,25,M,10162,below high school,62207,restaurant and hospitality
Maria,U,Kim,28,F,10034,college,94420,other
Susie,B,Fernandez,94,F,10009,postgrad,136839,retired
Alice,J,Alberts,22,F,10086,below high school,192006,industrial
Michael,G,Alberts,51,M,10012,postgrad,159022,engineering
Michael,H,Alberts,38,M,10134,below high school,57209,restaurant and hospitality
Mary,L,Roberts,51,F,10120,college,159837,unemployed
Natalia,J,Kim,56,F,10178,college,207275,industrial
Juan,T,Fernandez,41,M,10104,college,237646,engineering
Abel,X,Michaels,34,M,10143,postgrad,115306,other services
Maria,K,Mellis,93,F,10021,postgrad,135433,retired
Natalia,N,Xing,24,F,10145,high school,109871,management
Natalia,P,Xing,21,F,10179,postgrad,189445,industrial
Mary,E,Alberts,41,F,10009,some college,133333,engineering
Hong,O,Michaels,69,F,10073,some college,66823,retired
Xiaohan,D,Kim,39,M,10188,some college,137894,restaurant and hospitality
Abel,N,Mellis,32,M,10058,college,93766,transportation
Xiaohan,Z,Stevens,25,M,10080,below high school,98487,other services
Maria,X,Fernandez,56,F,10089,college,145211,management
Hong,J,Mellis,89,F,10098,postgrad,228770,retired
Abel,M,Roberts,67,M,10076,below high school,172057,retired
Mark,N,Roberts,32,M,10092,below high school,170674,accounting
Susie,F,Stevens,90,F,10026,some college,89556,retired
John,I,Fernandez,42,M,10184,below high school,96751,food preparation
Alice,O,Suarez,59,F,10195,high school,225873,other services
Michael,A,Roberts,69,M,10052,below high school,117959,retired
Susie,Q,Stevens,76,F,10027,postgrad,61669,retired
Xiaohan,O,Roberts,50,M,10199,below high school,122283,management
Susie,N,Xing,55,F,10148,high school,158429,food preparation
Mary,Y,Michaels,61,F,10200,below high school,85488,food preparation
Michael,L,Xing,22,M,10037,high school,129985,accounting
Juan,F,Stevens,92,M,10128,postgrad,160823,retired
Hong,Q,Mellis,45,F,10172,some college,73675,restaurant and hospitality
Maria,E,Roberts,71,F,10158,college,223224,retired
Mary,G,Roberts,52,F,10090,below high school,127446,transportation
Mary,F,Suarez,30,F,10014,some college,76818,accounting
Michael,F,Suarez,86,M,10117,postgrad,97318,retired
Hong,P,Mellis,26,F,10180,college,145663,unemployed
Maria,C,Mellis,26,F,10117,some college,226125,industrial
Hong,H,Kim,79,F,10196,high school,125893,retired
Michael,J,Suarez,28,M,10083,college,125977,fitness/sports
Xiaohan,C,Stevens,75,M,10015,high school,135726,retired
Hong,P,Michaels,69,F,10188,some college,129497,retired
Abel,V,Kim,77,M,10065,postgrad,124498,retired
Mary,N,Xing,86,F,10004,some college,180556,retired
John,L,Alberts,50,M,10074,some college,141385,transportation
Xiaohan,V,Alberts,22,M,10118,below high school,152199,engineering
Susie,Z,Suarez,43,F,10061,below high school,204925,engineering
Xiaohan,F,Mellis,97,M,10183,college,164594,retired
Mary,T,Fernandez,85,F,10026,high school,62706,retired
Natalia,E,Kim,27,F,10183,below high school,147139,accounting
Michael,X,Fernandez,25,M,10019,some college,111543,restaurant and hospitality
Michael,T,Xing,70,M,10183,below high school,137073,retired
Hong,Z,Stevens,41,F,10121,college,206777,food preparation
Xiaohan,H,Xing,82,M,10056,some college,198460,retired
Abel,O,Suarez,72,M,10121,postgrad,247971,retired
Alice,A,Roberts,68,F,10065,below high school,240562,retired
Alice,J,Mellis,58,F,10069,some college,61637,industrial
Hong,H,Roberts,46,F,10125,high school,71624,food preparation
Natalia,E,Suarez,36,F,10007,high school,123921,other services
Natalia,C,Roberts,57,F,10121,high school,199663,food preparation
Xiaohan,S,Suarez,55,M,10029,some college,124727,accounting
Abel,W,Roberts,83,M,10035,postgrad,165415,retired
Natalia,C,Mellis,60,F,10067,high school,189050,food preparation
John,Y,Suarez,28,M,10169,some college,84760,transportation
Hong,F,Suarez,32,F,10070,college,174663,transportation
Michael,R,Roberts,37,M,10198,some college,232202,engineering
Juan,G,Kim,52,M,10192,below high school,106729,cleaning
Mark,A,Mellis,91,M,10080,below high school,86394,retired
Maria,T,Roberts,30,F,10080,college,76416,engineering
Hong,O,Michaels,81,F,10039,some college,230846,retired
Maria,M,Xing,35,F,10109,postgrad,163899,restaurant and hospitality
John,N,Suarez,38,M,10083,some college,119968,engineering
Mary,Q,Fernandez,57,F,10034,some college,135800,transportation
Abel,Q,Suarez,33,M,10116,postgrad,98715,other services
Xiaohan,X,Alberts,22,M,10174,college,136332,other
Xiaohan,X,Xing,89,M,10150,below high school,137245,retired
Susie,X,Xing,42,F,10002,high school,72676,other services
Mary,H,Suarez,41,F,10037,postgrad,64633,food preparation
Mary,B,Michaels,21,F,10186,below high school,208981,education
Alice,B,Kim,94,F,10153,postgrad,229070,retired
Hong,L,Suarez,88,F,10051,college,94053,retired
Abel,N,Michaels,79,M,10080,college,130606,retired
John,H,Kim,38,M,10180,some college,127831,restaurant and hospitality
Hong,P,Alberts,30,F,10148,college,175682,restaurant and hospitality
Natalia,D,Alberts,81,F,10105,some college,102738,retired
Maria,Z,Stevens,65,F,10169,postgrad,61685,food preparation
Hong,R,Mellis,60,F,10101,college,242240,other
Maria,Z,Roberts,59,F,10172,high school,122711,restaurant and hospitality
Xiaohan,V,Stevens,80,M,10095,some college,166444,retired
Michael,B,Xing,73,M,10108,postgrad,208977,retired
Hong,W,Suarez,84,F,10137,postgrad,79822,retired
Juan,V,Mellis,43,M,10200,college,130148,other services
Michael,I,Roberts,89,M,10055,some college,123091,retired
Hong,H,Kim,79,F,10146,college,169455,retired
Mark,O,Suarez,30,M,10021,postgrad,78193,restaurant and hospitality
Natalia,T,Michaels,77,F,10078,college,99782,retired
Juan,M,Suarez,64,M,10094,postgrad,249592,accounting
Alice,T,Stevens,42,F,10170,college,136760,unemployed
Mark,F,Xing,90,M,10033,college,214720,retired
Mary,W,Kim,21,F,10059,college,160786,education
John,Y,Michaels,80,M,10145,postgrad,174591,retired
Juan,N,Alberts,78,M,10108,high school,202240,retired
Abel,R,Kim,83,M,10133,high school,193345,retired
Natalia,J,Roberts,33,F,10061,some college,100673,food preparation
Susie,W,Mellis,79,F,10192,postgrad,188234,retired
Xiaohan,C,Kim,68,M,10081,postgrad,202871,retired
Mark,N,Fernandez,31,M,10162,below high school,116202,cleaning
Maria,W,Fernandez,95,F,10172,high school,110323,retired
Hong,O,Fernandez,79,F,10133,some college,146294,retired
Hong,E,Alberts,27,F,10137,high school,132398,transportation
Susie,O,Roberts,85,F,10108,below high school,135011,retired
John,N,Fernandez,30,M,10023,below high school,108055,cleaning
Hong,R,Roberts,65,F,10191,some college,141053,other services
Juan,P,Mellis,47,M,10031,below high school,181342,engineering
Natalia,N,Kim,95,F,10181,college,143574,retired
Michael,N,Roberts,81,M,10183,below high school,143456,retired
Natalia,P,Fernandez,40,F,10125,college,62585,unemployed
Juan,M,Mellis,64,M,10174,postgrad,91978,unemployed
Mary,P,Kim,86,F,10172,some college,237806,retired
Michael,J,Roberts,65,M,10113,high school,87755,industrial
Mark,C,Stevens,70,M,10068,some college,180008,retired
Abel,P,Mellis,71,M,10162,some college,211324,retired
Natalia,O,Alberts,51,F,10052,postgrad,143210,education
Natalia,A,Mellis,78,F,10122,postgrad,132748,retired
Susie,U,Michaels,54,F,10051,postgrad,96255,restaurant and hospitality
Alice,S,Suarez,58,F,10053,high school,140479,food preparation
Xiaohan,L,Alberts,83,M,10008,college,75915,retired
Alice,I,Mellis,66,F,10161,postgrad,160909,retired
Natalia,M,Kim,39,F,10017,below high school,216989,accounting
Maria,F,Alberts,24,F,10151,postgrad,175824,other services
Susie,Q,Suarez,94,F,10149,some college,125726,retired
Juan,J,Michaels,31,M,10059,postgrad,220249,management
Alice,C,Fernandez,22,F,10027,postgrad,125186,restaurant and hospitality
Michael,H,Michaels,97,M,10086,below high school,156852,retired
Michael,P,Suarez,66,M,10133,high school,137339,retired
Maria,W,Stevens,69,F,10142,postgrad,98664,retired
Abel,T,Suarez,70,M,10141,high school,75019,retired
Natalia,R,Kim,23,F,10107,college,102611,education
Susie,I,Stevens,73,F,10064,some college,234264,retired
Susie,U,Suarez,84,F,10139,postgrad,99531,retired
Xiaohan,S,Michaels,52,M,10014,some college,102022,cleaning
Hong,Y,Stevens,86,F,10101,below high school,83170,retired
Xiaohan,K,Michaels,40,M,10200,postgrad,118482,fitness/sports
Xiaohan,V,Michaels,29,M,10078,high school,167219,transportation
Michael,I,Roberts,86,M,10173,some college,148556,retired
Hong,O,Kim,89,F,10160,high school,182477,retired
Hong,E,Xing,95,F,10028,college,190361,retired
Michael,B,Michaels,39,M,10076,college,204491,accounting
Alice,B,Alberts,68,F,10070,some college,206767,retired
